infinitive,meaning,type,pronoun,conjugation,note
,,,elles,lèveraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,lèverions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,lèveriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,lève,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,lèves ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,lève ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,lève ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,lèvent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,lèvent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
mener,to lead,present tense,je,mène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,mènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,mène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,mène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,mènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,mènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,mènerai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,mèneras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,mènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,mènera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,mèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,mèneront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,mènerons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,mènerez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,mènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,mènerais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,mènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,mènerait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,mèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,mèneraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,mènerions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,mèneriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,mène,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,mènes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,mène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,mène ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,mènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,mènent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
acheter,to buy,present tense,je,achète,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,achètes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,achète ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,achète ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,achètent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,achètent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,simple future,je,achèterai ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,achèteras ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,achètera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,achètera ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,achèteront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,achèteront ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,achèterons ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,achèterez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present conditional,je,achèterais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,achèterais ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,achèterait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,achèterait ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,achèteraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,achèteraient ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,nous,achèterions ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,vous,achèteriez ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,present subjunctive,je,achète,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,tu,achètes ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,il,achète ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elle,achète ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,ils,achètent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
,,,elles,achètent ,In verbs that have a silent -e- in the stem before the consonant + -er ending.  change the silent -e- to -è- if the following syllable in the conjugated form contains another silent e. The endings of these verbs are regular.
répéter ,to repeat ,present tense,je,répète,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,répètes ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,répète ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,répète ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,répètent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,répètent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,present subjunctive,je,répète,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,répètes ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,répète ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,répète ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,répètent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,répètent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
préférer,to prefer ,present tense,je,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,préfères,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,préfèrent,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,préfèrent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,present subjunctive,je,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,préfères,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,préfère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,préfèrent,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,préfèrent,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
espèrer,to hope,present tense,je,espère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,espères,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,espère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,espère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,espèrent,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,espèrent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,present subjunctive,je,espère,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,tu,espères ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,il,espère ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elle,espère ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,ils,espèrent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
,,,elles,espèrent ,In verbs that have an -é- in the stem before the consonant + -er ending.  change the -é- to -è- only before the endings -e.  -es.  and -ent in forms of the present indicative and the present subjunctive. The endings of these verbs are regular.
jeter,to throw,present tense,je,jette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,jettes,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,jette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,jette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,jettent,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,jettent,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,jetterai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,jetteras,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,jettera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,jettera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,jetteront,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,jetteront,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,jetterons,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,jetterez,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,jetterais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,jetterais ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,jetterait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,jetterait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,jetteraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,jetteraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,jetterions ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,jetteriez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,jette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,jettes ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,jette ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,jette ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,jettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,jettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
rappeler,to remind,present tense,je,rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rappelles,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,rappellerai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rappelleras ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rappellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rappellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rappelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rappelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,rappellerons ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,rappellerez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,rappellerais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rappellerais ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rappellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rappellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rappelleraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rappelleraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,rappellerions ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,rappelleriez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,rappelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rappelles ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rappelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rappelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rappellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
rejeter,to reject,present tense,je,rejette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rejettes,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rejette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rejette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rejettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rejettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,rejetterai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rejetteras ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rejettera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rejettera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rejetteront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rejetteront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,rejetterons ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,rejetterez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,rejetterais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rejetterais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rejetterait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rejetterait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rejetteraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rejetteraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,rejetterions ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,rejetteriez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,rejette,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,rejettes ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,rejette ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,rejette ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,rejettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,rejettent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
s’appeler,to be named,present tense,je,m’appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,t’appelles,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,s’appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,s’appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,s’appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,s’appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,simple future,je,m’appellerai,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,t’appelleras ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,s’appellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,s’appellera,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,s’appelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,s’appelleront ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,nous appellerons ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,vous appellerez ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present conditional,je,m’appellerais,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,t’appellerais ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,s’appellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,s’appellerait ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,s’appelleraient ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,s’appelleraient,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,nous,nous appellerions,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,vous,vous appelleriez,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,present subjunctive,je,m’appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,tu,t’appelles,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,il,s’appelle,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elle,s’appelle ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,ils,s’appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
,,,elles,s’appellent ,Verbs such as appeler double the consonant that precedes their -er ending in some conjugated forms.
