"global_step","Rainbow DQN Sweep Config 4 - _step","Rainbow DQN Sweep Config 4 - _step__MIN","Rainbow DQN Sweep Config 4 - _step__MAX","Rainbow DQN Sweep Config 4 - charts/episodic_length","Rainbow DQN Sweep Config 4 - charts/episodic_length__MIN","Rainbow DQN Sweep Config 4 - charts/episodic_length__MAX","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"4121073","","","","","","","","","","","","","180109","180109","180109","1257","1257","1257"
"4121982","175407","175407","175407","1154","1154","1154","","","","","","","","","","","",""
"4123117","175384","175384","175384","1135","1135","1135","","","","","","","","","","","",""
"4123120","","","","","","","178755","178755","178755","1379","1379","1379","","","","","",""
"4123240","","","","","","","","","","","","","180324","180324","180324","1340","1340","1340"
"4124427","","","","","","","178764","178718","178810","1307","1307","1307","","","","","",""
"4124472","","","","","","","","","","","","","180296","180296","180296","1232","1232","1232"
"4124831","175532","175532","175532","837","837","837","","","","","","","","","","","",""
"4125312","","","","","","","178822","178796","178848","885","885","885","","","","","",""
"4125890","175574","175574","175574","1059","1059","1059","","","","","","","","","","","",""
"4126518","","","","","","","178872","178872","178872","1206","1206","1206","","","","","",""
"4127742","","","","","","","178951","178951","178951","1224","1224","1224","","","","","",""
"4127826","175661","175661","175661","956","956","956","","","","","","","","","","","",""
"4127872","","","","","","","","","","","","","180520","180520","180520","1038","1038","1038"
"4128886","","","","","","","178950","178950","178950","1144","1144","1144","","","","","",""
"4129020","175711","175711","175711","1194","1194","1194","","","","","","","","","","","",""
"4129035","","","","","","","","","","","","","180496","180496","180496","1163","1163","1163"
"4130162","175759","175759","175759","1142","1142","1142","","","","","","","","","","","",""
"4130178","","","","","","","179053","179053","179053","1292","1292","1292","","","","","",""
"4130321","","","","","","","","","","","","","180567","180510","180624","1286","1286","1286"
"4131146","175767.5","175734","175801","984","984","984","","","","","","","","","","","",""
"4131291","","","","","","","179099","179099","179099","1113","1113","1113","","","","","",""
"4132329","175832","175811","175853","1183","1183","1183","","","","","","","","","","","",""
"4132545","","","","","","","179105","179105","179105","1254","1254","1254","","","","","",""
"4132622","","","","","","","","","","","","","180611","180611","180611","1093","1093","1093"
"4133462","175856","175812","175900","1133","1133","1133","","","","","","","","","","","",""
"4133805","","","","","","","","","","","","","180729.5","180699","180760","1183","1183","1183"
"4134390","175913.5","175889","175938","928","928","928","","","","","","","","","","","",""
"4135437","175976","175966","175986","1047","1047","1047","","","","","","","","","","","",""
"4135918","","","","","","","","","","","","","180853","180853","180853","1024","1024","1024"
"4136448","175997.5","175967","176028","1011","1011","1011","","","","","","","","","","","",""
"4137006","","","","","","","179347","179347","179347","1037","1037","1037","","","","","",""
"4137708","176083","176083","176083","1260","1260","1260","","","","","","","","","","","",""
"4138045","","","","","","","","","","","","","180920.5","180895","180946","1045","1045","1045"
"4138129","","","","","","","179393","179393","179393","1123","1123","1123","","","","","",""
"4138641","176123","176123","176123","933","933","933","","","","","","","","","","","",""
"4139005","","","","","","","","","","","","","180942","180906","180978","960","960","960"
"4139316","","","","","","","179395","179395","179395","1187","1187","1187","","","","","",""
"4139476","176097","176097","176097","835","835","835","","","","","","","","","","","",""
"4140459","","","","","","","179473","179473","179473","1143","1143","1143","","","","","",""
"4140706","176173","176173","176173","1230","1230","1230","","","","","","","","","","","",""
"4140912","","","","","","","","","","","","","181064","181064","181064","972","972","972"
"4141626","","","","","","","179474","179474","179474","1167","1167","1167","","","","","",""
"4141836","176217.5","176174","176261","1130","1130","1130","","","","","","","","","","","",""
"4141974","","","","","","","","","","","","","181061","181013","181109","1062","1062","1062"
"4142764","176251","176251","176251","928","928","928","","","","","","","","","","","",""
"4143662","","","","","","","179629","179629","179629","1020","1020","1020","","","","","",""
"4143735","176297","176252","176342","971","971","971","","","","","","","","","","","",""
"4144060","","","","","","","","","","","","","181201","181201","181201","1135","1135","1135"
"4144828","","","","","","","179653.5","179628","179679","1166","1166","1166","","","","","",""
"4144835","176388","176388","176388","1100","1100","1100","","","","","","","","","","","",""
"4144926","","","","","","","","","","","","","181230","181230","181230","866","866","866"
"4146017","176406","176406","176406","1182","1182","1182","","","","","","","","","","","",""
"4146069","","","","","","","179705","179705","179705","1241","1241","1241","","","","","",""
"4146226","","","","","","","","","","","","","181265","181265","181265","1300","1300","1300"
"4147097","176482","176482","176482","1080","1080","1080","","","","","","","","","","","",""
"4147342","","","","","","","","","","","","","181277","181277","181277","1116","1116","1116"
"4148223","176533","176533","176533","1126","1126","1126","","","","","","","","","","","",""
"4148285","","","","","","","179783","179783","179783","1158","1158","1158","","","","","",""
"4148515","","","","","","","","","","","","","181290","181290","181290","1173","1173","1173"
"4149324","176581","176581","176581","1101","1101","1101","","","","","","","","","","","",""
"4150093","","","","","","","179834","179834","179834","1007","1007","1007","","","","","",""
"4150406","176562","176562","176562","1082","1082","1082","","","","","","","","","","","",""
"4151169","","","","","","","","","","","","","181514","181514","181514","1385","1385","1385"
"4151313","","","","","","","179958","179958","179958","1220","1220","1220","","","","","",""
"4151620","176658.5","176639","176678","1214","1214","1214","","","","","","","","","","","",""
"4152131","","","","","","","179993","179993","179993","818","818","818","","","","","",""
"4152642","176691","176691","176691","1022","1022","1022","","","","","","","","","","","",""
"4153234","","","","","","","180013.5","179988","180039","1103","1103","1103","","","","","",""
"4153391","176722","176692","176752","749","749","749","","","","","","","","","","","",""
"4153578","","","","","","","","","","","","","181494","181494","181494","1157","1157","1157"
"4154365","176796","176796","176796","974","974","974","","","","","","","","","","","",""
"4154408","","","","","","","180091","180091","180091","1174","1174","1174","","","","","",""
"4155508","176769","176769","176769","1143","1143","1143","","","","","","","","","","","",""
"4155871","","","","","","","","","","","","","181654","181594","181714","938","938","938"
"4156407","176866","176846","176886","899","899","899","","","","","","","","","","","",""
"4157036","","","","","","","180172","180144","180200","1202","1202","1202","","","","","",""
"4157125","","","","","","","","","","","","","181719","181683","181755","1254","1254","1254"
"4157639","176892","176847","176937","1232","1232","1232","","","","","","","","","","","",""
"4158059","","","","","","","180220","180220","180220","1023","1023","1023","","","","","",""
"4158268","","","","","","","","","","","","","181695","181695","181695","1143","1143","1143"
"4158680","176951.5","176924","176979","1041","1041","1041","","","","","","","","","","","",""
"4159030","","","","","","","180253.5","180221","180286","971","971","971","","","","","",""
"4159492","","","","","","","","","","","","","181818.5","181784","181853","1224","1224","1224"
"4159666","177012","177001","177023","986","986","986","","","","","","","","","","","",""
"4160108","","","","","","","180334","180334","180334","1078","1078","1078","","","","","",""
"4160608","","","","","","","","","","","","","181856.5","181797","181916","1116","1116","1116"
"4160633","177002","177002","177002","967","967","967","","","","","","","","","","","",""
"4161136","","","","","","","180377","180377","180377","1028","1028","1028","","","","","",""
"4161702","177113","177113","177113","1069","1069","1069","","","","","","","","","","","",""
"4161820","","","","","","","","","","","","","181885","181885","181885","1212","1212","1212"
"4162681","177080","177080","177080","979","979","979","","","","","","","","","","","",""
"4162881","","","","","","","","","","","","","181896","181896","181896","1061","1061","1061"
"4163768","","","","","","","","","","","","","182041","182041","182041","887","887","887"
"4163994","177207","177207","177207","1313","1313","1313","","","","","","","","","","","",""
"4164812","177245","177245","177245","818","818","818","","","","","","","","","","","",""
"4165410","","","","","","","180538.5","180516","180561","887","887","887","","","","","",""
"4166019","177297","177297","177297","1207","1207","1207","","","","","","","","","","","",""
"4166965","177305","177275","177335","946","946","946","","","","","","","","","","","",""
"4167252","","","","","","","180593","180593","180593","867","867","867","","","","","",""
"4167855","","","","","","","","","","","","","182101","182101","182101","889","889","889"
"4168030","177351","177351","177351","1065","1065","1065","","","","","","","","","","","",""
"4168631","","","","","","","180698","180698","180698","1379","1379","1379","","","","","",""
"4168981","","","","","","","","","","","","","182223","182188","182258","1126","1126","1126"
"4169977","","","","","","","180671","180671","180671","1346","1346","1346","","","","","",""
"4170139","","","","","","","","","","","","","182254.5","182201","182308","1158","1158","1158"
"4170209","177453","177429","177477","988","988","988","","","","","","","","","","","",""
"4170995","","","","","","","180772","180748","180796","1018","1018","1018","","","","","",""
"4171438","","","","","","","","","","","","","182290","182290","182290","1299","1299","1299"
"4172195","177507","177507","177507","1131","1131","1131","","","","","","","","","","","",""
"4173119","","","","","","","180826","180826","180826","1093","1093","1093","","","","","",""
"4173436","177599","177584","177614","1241","1241","1241","","","","","","","","","","","",""
"4173700","","","","","","","","","","","","","182372","182372","182372","1136","1136","1136"
"4174368","","","","","","","180903","180903","180903","1249","1249","1249","","","","","",""
"4174650","177625.5","177585","177666","1214","1214","1214","","","","","","","","","","","",""
"4174929","","","","","","","","","","","","","182523","182523","182523","1229","1229","1229"
"4175331","","","","","","","180944","180904","180984","963","963","963","","","","","",""
"4175674","177662","177662","177662","1024","1024","1024","","","","","","","","","","","",""
"4176307","","","","","","","","","","","","","182592","182592","182592","1378","1378","1378"
"4176617","","","","","","","181009.5","180981","181038","1286","1286","1286","","","","","",""
"4177780","177740","177740","177740","1111","1111","1111","","","","","","","","","","","",""
"4178719","","","","","","","","","","","","","182577","182577","182577","1334","1334","1334"
"4178805","177830.5","177817","177844","1025","1025","1025","","","","","","","","","","","",""
"4179852","","","","","","","","","","","","","182696","182664","182728","1133","1133","1133"
"4179957","177869","177869","177869","1152","1152","1152","","","","","","","","","","","",""
"4180863","177930","177930","177930","906","906","906","","","","","","","","","","","",""
"4180956","","","","","","","","","","","","","182788","182788","182788","1104","1104","1104"
"4181649","","","","","","","181224.5","181198","181251","1181","1181","1181","","","","","",""
"4181988","177978","177978","177978","1125","1125","1125","","","","","","","","","","","",""
"4182243","","","","","","","","","","","","","182765","182765","182765","1287","1287","1287"
"4183254","","","","","","","","","","","","","182861","182861","182861","1011","1011","1011"
"4183335","178038","178038","178038","1347","1347","1347","","","","","","","","","","","",""
"4184380","178052","178024","178080","1045","1045","1045","","","","","","","","","","","",""
"4184630","","","","","","","","","","","","","182930","182930","182930","1376","1376","1376"
"4185143","","","","","","","181399","181399","181399","1139","1139","1139","","","","","",""
"4185165","178025","178025","178025","785","785","785","","","","","","","","","","","",""
"4185720","","","","","","","","","","","","","182878","182878","182878","1090","1090","1090"
"4186075","178102","178102","178102","910","910","910","","","","","","","","","","","",""
"4186819","","","","","","","","","","","","","182966","182966","182966","1099","1099","1099"
"4186904","178148","178103","178193","829","829","829","","","","","","","","","","","",""
"4187165","","","","","","","181485","181485","181485","827","827","827","","","","","",""
"4187910","","","","","","","","","","","","","182978","182978","182978","1091","1091","1091"
"4187988","178180","178180","178180","1084","1084","1084","","","","","","","","","","","",""
"4188800","178264","178257","178271","812","812","812","","","","","","","","","","","",""
"4189489","","","","","","","181508","181508","181508","1273","1273","1273","","","","","",""
"4190529","","","","","","","181608","181585","181631","1040","1040","1040","","","","","",""
"4190665","178344","178335","178353","1106","1106","1106","","","","","","","","","","","",""
"4191449","","","","","","","","","","","","","183193.5","183166","183221","1081","1081","1081"
"4191512","","","","","","","181630","181586","181674","983","983","983","","","","","",""
"4191931","178407","178407","178407","1266","1266","1266","","","","","","","","","","","",""
"4192347","","","","","","","","","","","","","183176","183176","183176","898","898","898"
"4192908","178413","178413","178413","977","977","977","","","","","","","","","","","",""
"4193772","","","","","","","","","","","","","183266","183266","183266","1425","1425","1425"
"4194813","178532","178532","178532","953","953","953","","","","","","","","","","","",""
"4194830","","","","","","","181777.5","181741","181814","1114","1114","1114","","","","","",""
"4194922","","","","","","","","","","","","","183318","183279","183357","1150","1150","1150"
"4196013","178584","178584","178584","1200","1200","1200","","","","","","","","","","","",""
"4196419","","","","","","","","","","","","","183370","183370","183370","1497","1497","1497"
"4197328","178537","178537","178537","1315","1315","1315","","","","","","","","","","","",""
"4197779","","","","","","","","","","","","","183483","183483","183483","1360","1360","1360"
"4198470","178649.5","178614","178685","1142","1142","1142","","","","","","","","","","","",""
"4198641","","","","","","","181961.5","181947","181976","1163","1163","1163","","","","","",""
"4199557","178712","178691","178733","1087","1087","1087","","","","","","","","","","","",""
"4200285","","","","","","","","","","","","","183587","183587","183587","1332","1332","1332"
"4200567","178776","178776","178776","1010","1010","1010","","","","","","","","","","","",""
"4201580","","","","","","","","","","","","","183591","183554","183628","1295","1295","1295"
"4201663","178796","178770","178822","1096","1096","1096","","","","","","","","","","","",""
"4202742","","","","","","","","","","","","","183704","183704","183704","1162","1162","1162"
"4202769","178870","178870","178870","1106","1106","1106","","","","","","","","","","","",""
"4203641","","","","","","","182189","182189","182189","1036","1036","1036","","","","","",""
"4203727","178879.5","178847","178912","958","958","958","","","","","","","","","","","",""
"4204617","","","","","","","182231","182231","182231","976","976","976","","","","","",""
"4204665","178924","178924","178924","938","938","938","","","","","","","","","","","",""
"4205589","","","","","","","182181","182181","182181","972","972","972","","","","","",""
"4205751","178961.5","178925","178998","1086","1086","1086","","","","","","","","","","","",""
"4206875","179045","179045","179045","1124","1124","1124","","","","","","","","","","","",""
"4207449","","","","","","","182259","182259","182259","796","796","796","","","","","",""
"4208068","179075","179053","179097","1193","1193","1193","","","","","","","","","","","",""
"4208384","","","","","","","","","","","","","183892.5","183853","183932","1039","1039","1039"
"4208702","","","","","","","182406","182406","182406","1253","1253","1253","","","","","",""
"4208951","179137","179137","179137","883","883","883","","","","","","","","","","","",""
"4209419","","","","","","","","","","","","","183993","183993","183993","1035","1035","1035"
"4209706","","","","","","","182431","182412","182450","1004","1004","1004","","","","","",""
"4209949","179155","179131","179179","998","998","998","","","","","","","","","","","",""
"4210615","","","","","","","","","","","","","183992","183953","184031","1196","1196","1196"
"4210657","","","","","","","182450.5","182413","182488","951","951","951","","","","","",""
"4210924","179177","179132","179222","975","975","975","","","","","","","","","","","",""
"4211814","179209","179209","179209","890","890","890","","","","","","","","","","","",""
"4211909","","","","","","","182490","182490","182490","1252","1252","1252","","","","","",""
"4212809","179294.5","179285","179304","995","995","995","","","","","","","","","","","",""
"4213076","","","","","","","","","","","","","184054","184054","184054","1043","1043","1043"
"4213944","179350","179350","179350","1135","1135","1135","","","","","","","","","","","",""
"4214140","","","","","","","","","","","","","184066","184066","184066","1064","1064","1064"
"4214338","","","","","","","182614","182614","182614","1289","1289","1289","","","","","",""
"4215047","179363","179363","179363","1103","1103","1103","","","","","","","","","","","",""
"4215993","179400","179364","179436","946","946","946","","","","","","","","","","","",""
"4216245","","","","","","","","","","","","","184284","184284","184284","962","962","962"
"4217217","179466","179441","179491","1224","1224","1224","","","","","","","","","","","",""
"4217438","","","","","","","","","","","","","184287.5","184253","184322","1193","1193","1193"
"4217629","","","","","","","182787","182787","182787","1254","1254","1254","","","","","",""
"4218108","179525","179518","179532","891","891","891","","","","","","","","","","","",""
"4219086","179544.5","179519","179570","978","978","978","","","","","","","","","","","",""
"4219404","","","","","","","","","","","","","184350","184350","184350","954","954","954"
"4219939","179564.5","179520","179609","853","853","853","","","","","","","","","","","",""
"4220542","","","","","","","","","","","","","184471","184471","184471","1138","1138","1138"
"4220990","","","","","","","182888","182848","182928","841","841","841","","","","","",""
"4222295","179677","179646","179708","1288","1288","1288","","","","","","","","","","","",""
"4223134","179718.5","179691","179746","839","839","839","","","","","","","","","","","",""
"4223154","","","","","","","","","","","","","184465","184465","184465","1308","1308","1308"
"4223399","","","","","","","183016","183002","183030","1080","1080","1080","","","","","",""
"4224065","179743","179702","179784","931","931","931","","","","","","","","","","","",""
"4224609","","","","","","","183044","183003","183085","1210","1210","1210","","","","","",""
"4225043","179814","179800","179828","978","978","978","","","","","","","","","","","",""
"4225280","","","","","","","","","","","","","184646","184646","184646","1130","1130","1130"
"4226247","179840.5","179801","179880","1204","1204","1204","","","","","","","","","","","",""
"4226496","","","","","","","","","","","","","184651","184651","184651","1216","1216","1216"
"4227358","179926","179926","179926","1111","1111","1111","","","","","","","","","","","",""
"4228243","","","","","","","183237","183237","183237","1406","1406","1406","","","","","",""
"4228435","179973","179973","179973","1077","1077","1077","","","","","","","","","","","",""
"4229438","","","","","","","183264","183264","183264","1195","1195","1195","","","","","",""
"4230320","180055","180055","180055","1006","1006","1006","","","","","","","","","","","",""
"4230609","","","","","","","183302","183265","183339","1171","1171","1171","","","","","",""
"4231090","","","","","","","","","","","","","184832","184832","184832","1177","1177","1177"
"4231519","180069.5","180034","180105","1199","1199","1199","","","","","","","","","","","",""
"4232593","180130","180111","180149","1074","1074","1074","","","","","","","","","","","",""
"4232846","","","","","","","183419","183419","183419","934","934","934","","","","","",""
"4233180","","","","","","","","","","","","","184930","184930","184930","1101","1101","1101"
"4233899","","","","","","","183420","183420","183420","1053","1053","1053","","","","","",""
"4234048","","","","","","","","","","","","","185015","185015","185015","868","868","868"
"4234664","180214","180189","180239","1230","1230","1230","","","","","","","","","","","",""
"4234949","","","","","","","183524","183524","183524","1050","1050","1050","","","","","",""
"4234963","","","","","","","","","","","","","185053.5","185025","185082","915","915","915"
"4235839","180261","180233","180289","1175","1175","1175","","","","","","","","","","","",""
"4235953","","","","","","","183498","183498","183498","1004","1004","1004","","","","","",""
"4236064","","","","","","","","","","","","","185077","185037","185117","1101","1101","1101"
"4237034","180341","180341","180341","1195","1195","1195","","","","","","","","","","","",""
"4237039","","","","","","","183614","183614","183614","1086","1086","1086","","","","","",""
"4238090","","","","","","","","","","","","","185134","185134","185134","892","892","892"
"4238176","180349.5","180310","180389","1142","1142","1142","","","","","","","","","","","",""
"4238261","","","","","","","183620","183575","183665","1222","1222","1222","","","","","",""
"4239589","","","","","","","183719","183719","183719","1328","1328","1328","","","","","",""
"4240074","180470","180470","180470","867","867","867","","","","","","","","","","","",""
"4240709","","","","","","","183770","183770","183770","1120","1120","1120","","","","","",""
"4241174","180465","180465","180465","1100","1100","1100","","","","","","","","","","","",""
"4241994","","","","","","","183822","183822","183822","1285","1285","1285","","","","","",""
"4242124","180560","180560","180560","950","950","950","","","","","","","","","","","",""
"4242922","","","","","","","","","","","","","185412","185412","185412","1290","1290","1290"
"4243103","","","","","","","183808","183808","183808","1109","1109","1109","","","","","",""
"4243448","180578.5","180543","180614","1324","1324","1324","","","","","","","","","","","",""
"4244294","","","","","","","","","","","","","185478","185478","185478","1372","1372","1372"
"4244358","180654","180654","180654","910","910","910","","","","","","","","","","","",""
"4245467","","","","","","","183953","183935","183971","1373","1373","1373","","","","","",""
"4245479","","","","","","","","","","","","","185516","185516","185516","1185","1185","1185"
"4245532","180663","180621","180705","1174","1174","1174","","","","","","","","","","","",""
"4246615","","","","","","","","","","","","","185515.5","185452","185579","1136","1136","1136"
"4246639","","","","","","","183979","183936","184022","1172","1172","1172","","","","","",""
"4246646","180724.5","180698","180751","1114","1114","1114","","","","","","","","","","","",""
"4247768","","","","","","","184068","184068","184068","1129","1129","1129","","","","","",""
"4247829","180802","180802","180802","1183","1183","1183","","","","","","","","","","","",""
"4248532","","","","","","","","","","","","","185549","185549","185549","925","925","925"
"4249021","180838.5","180823","180854","1192","1192","1192","","","","","","","","","","","",""
"4249836","","","","","","","","","","","","","185638","185638","185638","1304","1304","1304"
"4250185","180901","180901","180901","1164","1164","1164","","","","","","","","","","","",""
"4250877","","","","","","","","","","","","","185763","185763","185763","1041","1041","1041"
"4251231","180923.5","180900","180947","1046","1046","1046","","","","","","","","","","","",""
"4252148","","","","","","","","","","","","","185738","185738","185738","1271","1271","1271"
"4252344","180986","180977","180995","1113","1113","1113","","","","","","","","","","","",""
"4253274","","","","","","","184303","184303","184303","1254","1254","1254","","","","","",""
"4253288","181005.5","180978","181033","944","944","944","","","","","","","","","","","",""
"4253390","","","","","","","","","","","","","185751","185751","185751","1242","1242","1242"
"4254258","181066","181055","181077","970","970","970","","","","","","","","","","","",""
"4254690","","","","","","","184323","184323","184323","1416","1416","1416","","","","","",""
"4255501","181056","181056","181056","1243","1243","1243","","","","","","","","","","","",""
"4255771","","","","","","","","","","","","","185933","185910","185956","1138","1138","1138"
"4255940","","","","","","","184409","184400","184418","1250","1250","1250","","","","","",""
"4256592","181174","181174","181174","1091","1091","1091","","","","","","","","","","","",""
"4257640","181216","181210","181222","1048","1048","1048","","","","","","","","","","","",""
"4258844","","","","","","","184544","184544","184544","777","777","777","","","","","",""
"4258906","181276","181276","181276","1266","1266","1266","","","","","","","","","","","",""
"4259209","","","","","","","","","","","","","186023","186023","186023","1140","1140","1140"
"4259899","181302","181288","181316","993","993","993","","","","","","","","","","","",""
"4260055","","","","","","","184563.5","184533","184594","1211","1211","1211","","","","","",""
"4260466","","","","","","","","","","","","","186167","186167","186167","1257","1257","1257"
"4260963","181325.5","181289","181362","1064","1064","1064","","","","","","","","","","","",""
"4261397","","","","","","","","","","","","","186196","186196","186196","931","931","931"
"4261971","181405","181405","181405","1008","1008","1008","","","","","","","","","","","",""
"4262503","","","","","","","","","","","","","186259","186259","186259","1106","1106","1106"
"4263220","181460","181460","181460","1249","1249","1249","","","","","","","","","","","",""
"4263566","","","","","","","","","","","","","186291","186291","186291","1063","1063","1063"
"4264522","181505.5","181495","181516","1302","1302","1302","","","","","","","","","","","",""
"4265541","181527","181496","181558","1019","1019","1019","","","","","","","","","","","",""
"4265664","","","","","","","","","","","","","186350.5","186318","186383","1030","1030","1030"
"4266610","181589","181572","181606","1069","1069","1069","","","","","","","","","","","",""
"4266858","","","","","","","","","","","","","186446","186446","186446","1194","1194","1194"
"4267567","181608.5","181573","181644","957","957","957","","","","","","","","","","","",""
"4267964","","","","","","","184931","184931","184931","1336","1336","1336","","","","","",""
"4268098","","","","","","","","","","","","","186484","186484","186484","1240","1240","1240"
"4268516","181650","181650","181650","949","949","949","","","","","","","","","","","",""
"4269320","","","","","","","184920","184920","184920","1356","1356","1356","","","","","",""
"4269436","","","","","","","","","","","","","186493.5","186434","186553","1338","1338","1338"
"4270722","","","","","","","","","","","","","186594","186594","186594","1286","1286","1286"
"4271006","181793","181793","181793","1269","1269","1269","","","","","","","","","","","",""
"4271904","","","","","","","","","","","","","186657","186657","186657","1182","1182","1182"
"4272156","181823","181805","181841","1150","1150","1150","","","","","","","","","","","",""
"4272218","","","","","","","185095","185075","185115","884","884","884","","","","","",""
"4273284","181888","181888","181888","1128","1128","1128","","","","","","","","","","","",""
"4274146","","","","","","","","","","","","","186694","186636","186752","1111","1111","1111"
"4274559","181942","181942","181942","1275","1275","1275","","","","","","","","","","","",""
"4275456","","","","","","","185203","185203","185203","902","902","902","","","","","",""
"4275590","","","","","","","","","","","","","186726","186726","186726","1444","1444","1444"
"4275639","181974.5","181960","181989","1080","1080","1080","","","","","","","","","","","",""
"4276921","","","","","","","185279","185279","185279","1465","1465","1465","","","","","",""
"4277982","182045.5","182003","182088","1187","1187","1187","","","","","","","","","","","",""
"4278111","","","","","","","","","","","","","186829","186829","186829","1367","1367","1367"
"4278278","","","","","","","185280","185280","185280","1357","1357","1357","","","","","",""
"4279137","","","","","","","185357","185357","185357","859","859","859","","","","","",""
"4279249","182080","182080","182080","1267","1267","1267","","","","","","","","","","","",""
"4279567","","","","","","","","","","","","","186971","186971","186971","1456","1456","1456"
"4280241","","","","","","","185358","185358","185358","1104","1104","1104","","","","","",""
"4280494","182194","182194","182194","1245","1245","1245","","","","","","","","","","","",""
"4280726","","","","","","","","","","","","","186932","186932","186932","1159","1159","1159"
"4281609","182201","182157","182245","1115","1115","1115","","","","","","","","","","","",""
"4281746","","","","","","","","","","","","","187036","187019","187053","1020","1020","1020"
"4282503","","","","","","","185554","185554","185554","1104","1104","1104","","","","","",""
"4282747","182263","182235","182291","1138","1138","1138","","","","","","","","","","","",""
"4282839","","","","","","","","","","","","","187114","187114","187114","1093","1093","1093"
"4283291","","","","","","","185548.5","185513","185584","788","788","788","","","","","",""
"4284564","","","","","","","185614.5","185590","185639","1273","1273","1273","","","","","",""
"4285008","182390","182390","182390","1184","1184","1184","","","","","","","","","","","",""
"4285099","","","","","","","","","","","","","187209","187209","187209","1273","1273","1273"
"4285990","182428","182428","182428","982","982","982","","","","","","","","","","","",""
"4286284","","","","","","","","","","","","","187247","187247","187247","1185","1185","1185"
"4286959","","","","","","","185668","185668","185668","1120","1120","1120","","","","","",""
"4287252","182475.5","182467","182484","1262","1262","1262","","","","","","","","","","","",""
"4287404","","","","","","","","","","","","","187278","187278","187278","1120","1120","1120"
"4288029","","","","","","","185767","185745","185789","1070","1070","1070","","","","","",""
"4288385","182468","182468","182468","1133","1133","1133","","","","","","","","","","","",""
"4288560","","","","","","","","","","","","","187324","187290","187358","1156","1156","1156"
"4289394","182573","182573","182573","1009","1009","1009","","","","","","","","","","","",""
"4289843","","","","","","","","","","","","","187425","187425","187425","1283","1283","1283"
"4290060","","","","","","","185875","185875","185875","1084","1084","1084","","","","","",""
"4290614","182613.5","182598","182629","1220","1220","1220","","","","","","","","","","","",""
"4290981","","","","","","","185883","185853","185913","921","921","921","","","","","",""
"4291614","182671","182671","182671","1000","1000","1000","","","","","","","","","","","",""
"4291985","","","","","","","","","","","","","187402","187402","187402","950","950","950"
"4292514","182675","182675","182675","900","900","900","185955","185929","185981","1533","1533","1533","","","","","",""
"4292959","","","","","","","","","","","","","187480.5","187413","187548","974","974","974"
"4293629","","","","","","","185979","185930","186028","1115","1115","1115","","","","","",""
"4293685","182676","182676","182676","1171","1171","1171","","","","","","","","","","","",""
"4294237","","","","","","","","","","","","","187615","187615","187615","1278","1278","1278"
"4295065","182784.5","182753","182816","1380","1380","1380","","","","","","","","","","","",""
"4295181","","","","","","","186007","186007","186007","1552","1552","1552","","","","","",""
"4296463","182830","182830","182830","1398","1398","1398","","","","","","","","","","","",""
"4297649","","","","","","","","","","","","","187614","187614","187614","1160","1160","1160"
"4297674","182908","182908","182908","1211","1211","1211","","","","","","","","","","","",""
"4297900","","","","","","","186204","186204","186204","1074","1074","1074","","","","","",""
"4298708","182909","182909","182909","1034","1034","1034","","","","","","","","","","","",""
"4298763","","","","","","","","","","","","","187783","187783","187783","1114","1114","1114"
"4299619","182999","182985","183013","911","911","911","","","","","","","","","","","",""
"4300150","","","","","","","","","","","","","187852","187852","187852","1387","1387","1387"
"4300212","","","","","","","186273","186240","186306","1164","1164","1164","","","","","",""
"4300902","182986","182986","182986","1283","1283","1283","","","","","","","","","","","",""
"4301356","","","","","","","","","","","","","187890","187890","187890","1206","1206","1206"
"4301882","183064","183064","183064","980","980","980","","","","","","","","","","","",""
"4302151","","","","","","","186388","186388","186388","940","940","940","","","","","",""
"4302468","","","","","","","","","","","","","187892","187892","187892","1112","1112","1112"
"4303019","183158","183158","183158","1137","1137","1137","","","","","","","","","","","",""
"4303351","","","","","","","","","","","","","187902","187902","187902","883","883","883"
"4303565","","","","","","","186420.5","186394","186447","1414","1414","1414","","","","","",""
"4304287","183209","183209","183209","1268","1268","1268","","","","","","","","","","","",""
"4304447","","","","","","","","","","","","","187914","187914","187914","1096","1096","1096"
"4304841","","","","","","","186472","186472","186472","1276","1276","1276","","","","","",""
"4305362","","","","","","","","","","","","","187999","187999","187999","915","915","915"
"4305449","183223","183187","183259","1162","1162","1162","","","","","","","","","","","",""
"4306575","183263","183263","183263","1126","1126","1126","","","","","","","","","","","",""
"4306894","","","","","","","186545.5","186502","186589","951","951","951","","","","","",""
"4307750","","","","","","","","","","","","","188135","188100","188170","1172","1172","1172"
"4307780","183349","183340","183358","1205","1205","1205","","","","","","","","","","","",""
"4308078","","","","","","","186608.5","186578","186639","1184","1184","1184","","","","","",""
"4308853","183341","183341","183341","1073","1073","1073","","","","","","","","","","","",""
"4309000","","","","","","","","","","","","","188166.5","188113","188220","1250","1250","1250"
"4309221","","","","","","","186691","186691","186691","1143","1143","1143","","","","","",""
"4310144","","","","","","","","","","","","","188201","188201","188201","1144","1144","1144"
